                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                  1.118,                0.73994,                 1.1071,                0.72381,                 0.3769,                0.47126,                0.21451,                 1.7945,                 1.0219,                 1.5785,             0.00035981,             0.00035981,             0.00035981
                    101,                 1.0696,                0.73575,                 1.0918,                0.61386,                0.41301,                0.44403,                0.19662,                 1.7901,                 1.1306,                 1.5516,             0.00035748,             0.00035748,             0.00035748
                    102,                 1.0634,                0.73926,                 1.0879,                0.60078,                0.42033,                0.43388,                0.20534,                 1.8037,                 1.1212,                 1.5608,             0.00035515,             0.00035515,             0.00035515
                    103,                 1.0947,                0.74433,                 1.1016,                0.67252,                 0.4134,                0.47737,                0.22256,                 1.7718,                 1.0494,                 1.5453,             0.00035282,             0.00035282,             0.00035282
                    104,                 1.0436,                0.71962,                 1.0578,                0.69318,                0.38206,                0.45573,                0.20931,                 1.7946,                 1.0441,                 1.5805,              0.0003505,              0.0003505,              0.0003505
                    105,                 1.1406,                0.76945,                 1.1039,                0.58075,                0.49033,                 0.4528,                0.21313,                 1.7787,                 1.0061,                 1.5618,             0.00034817,             0.00034817,             0.00034817
                    106,                 1.0379,                  0.731,                 1.0939,                0.58613,                0.43202,                0.46033,                0.21529,                 1.7918,                 1.0539,                 1.5663,             0.00034584,             0.00034584,             0.00034584
                    107,                 1.1166,                0.77244,                 1.1167,                0.59214,                0.44107,                0.45264,                0.21529,                 1.8249,                 1.0345,                 1.6084,             0.00034351,             0.00034351,             0.00034351
                    108,                 1.0388,                0.71152,                 1.0769,                 0.5894,                0.45914,                 0.4665,                0.21136,                 1.8097,                 1.0145,                 1.5949,             0.00034118,             0.00034118,             0.00034118
                    109,                 1.0807,                0.73083,                 1.1097,                0.54053,                 0.5425,                0.46934,                0.21535,                 1.7983,                 1.0198,                 1.5872,             0.00033885,             0.00033885,             0.00033885
                    110,                 1.0769,                0.71951,                 1.0986,                0.57453,                0.52122,                 0.4808,                0.21975,                 1.8304,                   1.02,                 1.6018,             0.00033652,             0.00033652,             0.00033652
                    111,                 1.0357,                0.69311,                 1.0526,                0.54867,                 0.5211,                0.48191,                0.21946,                  1.801,                 1.0198,                 1.5681,              0.0003342,              0.0003342,              0.0003342
                    112,                0.99556,                0.69504,                 1.0676,                0.57384,                0.53558,                0.49956,                0.21685,                 1.8072,                 1.0252,                 1.5776,             0.00033187,             0.00033187,             0.00033187
                    113,                0.98155,                0.70306,                 1.0746,                0.59727,                0.49169,                0.49981,                0.22715,                  1.829,                 1.0299,                 1.6189,             0.00032954,             0.00032954,             0.00032954
                    114,                 1.0404,                0.68846,                 1.0699,                0.62278,                0.44807,                 0.4802,                0.22064,                  1.824,                 1.0284,                 1.6219,             0.00032721,             0.00032721,             0.00032721
                    115,                 1.0368,                0.69942,                 1.0796,                0.61316,                0.49139,                0.49138,                0.22827,                 1.8209,                  1.015,                 1.6041,             0.00032488,             0.00032488,             0.00032488
                    116,                 1.0412,                0.69342,                 1.0753,                0.69203,                0.42561,                0.49739,                0.22447,                 1.8228,                 1.0163,                 1.6173,             0.00032255,             0.00032255,             0.00032255
                    117,                 1.0577,                0.70451,                 1.0774,                0.64883,                0.43226,                0.49145,                0.22437,                 1.8254,                 1.0314,                 1.6198,             0.00032022,             0.00032022,             0.00032022
                    118,                 1.0292,                0.68863,                 1.0576,                0.66923,                0.42488,                0.49311,                0.22519,                 1.8172,                 1.0247,                 1.6091,              0.0003179,              0.0003179,              0.0003179
                    119,                 1.0123,                0.68229,                 1.0618,                0.66213,                0.49867,                0.51983,                0.22785,                 1.8143,                 1.0322,                 1.5824,             0.00031557,             0.00031557,             0.00031557
                    120,                0.97236,                0.68139,                   1.06,                0.66026,                0.49038,                0.53037,                 0.2364,                 1.8137,                 1.0362,                 1.5842,             0.00031324,             0.00031324,             0.00031324
                    121,                0.98579,                0.67582,                 1.0638,                0.64661,                0.47571,                0.50165,                0.23044,                 1.8229,                 1.0431,                 1.5996,             0.00031091,             0.00031091,             0.00031091
                    122,                 1.0045,                0.69373,                 1.0586,                0.62267,                0.46755,                0.51697,                0.22631,                 1.8344,                 1.0363,                 1.5931,             0.00030858,             0.00030858,             0.00030858
                    123,                 1.0325,                0.69489,                  1.082,                0.63888,                 0.4047,                0.47427,                0.20876,                 1.8466,                 1.0281,                 1.6071,             0.00030625,             0.00030625,             0.00030625
                    124,                 1.0239,                0.67737,                 1.0658,                0.61552,                0.41045,                0.46615,                0.21539,                 1.8599,                 1.0214,                 1.6233,             0.00030393,             0.00030393,             0.00030393
                    125,                0.99125,                0.69994,                 1.0693,                0.62048,                0.49976,                0.50917,                0.22697,                   1.82,                 1.0395,                 1.5873,              0.0003016,              0.0003016,              0.0003016
                    126,                 1.0013,                0.66442,                 1.0624,                0.62463,                0.48766,                0.51172,                0.22634,                 1.8057,                 1.0268,                 1.5956,             0.00029927,             0.00029927,             0.00029927
                    127,                 1.0043,                0.68225,                 1.0775,                0.77828,                0.36515,                0.48522,                0.20709,                 1.8033,                  1.016,                  1.608,             0.00029694,             0.00029694,             0.00029694
                    128,                0.97911,                0.66643,                 1.0386,                0.55153,                0.51007,                0.49598,                0.21266,                 1.7988,                0.99653,                 1.6026,             0.00029461,             0.00029461,             0.00029461
                    129,                0.97823,                0.65188,                 1.0352,                0.54949,                  0.516,                0.48569,                0.21003,                 1.8361,                 1.0123,                 1.6335,             0.00029228,             0.00029228,             0.00029228
                    130,                0.99433,                 0.6692,                  1.059,                0.51595,                0.48075,                0.46327,                0.20699,                 1.8516,                 1.0427,                 1.6459,             0.00028995,             0.00028995,             0.00028995
                    131,                0.98237,                0.67974,                 1.0571,                0.51481,                0.51485,                0.50517,                0.22558,                 1.8429,                 1.0361,                 1.6384,             0.00028763,             0.00028763,             0.00028763
                    132,                0.96982,                0.63884,                 1.0523,                0.58916,                 0.4388,                0.48893,                0.22139,                 1.8327,                 1.0521,                 1.6338,              0.0002853,              0.0002853,              0.0002853
                    133,                0.96388,                0.65638,                 1.0508,                0.65672,                 0.4041,                 0.5055,                0.21429,                 1.8283,                 1.0535,                 1.6303,             0.00028297,             0.00028297,             0.00028297
                    134,                 1.0096,                0.68376,                 1.0536,                0.60194,                0.53104,                0.52376,                0.22235,                 1.8308,                 1.0516,                 1.6219,             0.00028064,             0.00028064,             0.00028064
                    135,                0.98496,                0.64302,                 1.0357,                0.61965,                0.44767,                0.48856,                0.21676,                 1.8255,                 1.0336,                 1.6196,             0.00027831,             0.00027831,             0.00027831
                    136,                0.96536,                0.63042,                 1.0252,                0.65137,                0.44738,                0.50423,                0.21965,                 1.7906,                 1.0234,                 1.5909,             0.00027598,             0.00027598,             0.00027598
                    137,                 0.9571,                0.63834,                 1.0508,                0.54899,                0.46789,                0.48859,                 0.2143,                 1.7887,                 1.0231,                 1.5845,             0.00027366,             0.00027366,             0.00027366
                    138,                0.95611,                0.63444,                 1.0404,                0.67603,                0.36587,                0.48145,                0.21066,                  1.794,                 1.0164,                 1.6059,             0.00027133,             0.00027133,             0.00027133
                    139,                0.95268,                0.65069,                 1.0491,                0.64807,                0.43034,                0.49021,                0.21875,                 1.7927,                0.99356,                 1.6256,               0.000269,               0.000269,               0.000269
                    140,                0.93971,                0.63918,                   1.03,                0.59284,                0.53772,                0.49846,                0.22818,                 1.7828,                0.98886,                 1.6185,             0.00026667,             0.00026667,             0.00026667
                    141,                0.92007,                0.62083,                 1.0306,                 0.5997,                0.52717,                0.51639,                0.23717,                 1.7792,                0.98627,                 1.6071,             0.00026434,             0.00026434,             0.00026434
                    142,                0.92906,                0.60596,                 1.0211,                0.67239,                0.43394,                0.50185,                 0.2348,                 1.7791,                 1.0026,                 1.5932,             0.00026201,             0.00026201,             0.00026201
                    143,                0.93036,                0.64121,                 1.0442,                0.70412,                0.42351,                0.49967,                0.22926,                 1.7923,                0.99603,                 1.6007,             0.00025968,             0.00025968,             0.00025968
